example_id                                                     | status | run_time        |
./spec/lib/instagram_spec.rb[1:5:1:1]                          | passed | 0.00398 seconds |
./spec/lib/instagram_spec.rb[1:5:2:1]                          | passed | 0.00417 seconds |
./spec/lib/instagram_spec.rb[1:5:3:1]                          | passed | 0.00498 seconds |
./spec/lib/instagram_spec.rb[1:6:1]                            | passed | 0.00277 seconds |
./spec/lib/mastodon_spec.rb[1:1:1:1]                           | passed | 0.00186 seconds |
./spec/lib/mastodon_spec.rb[1:1:1:2]                           | passed | 0.00207 seconds |
./spec/lib/mastodon_spec.rb[1:1:1:3]                           | passed | 0.00227 seconds |
./spec/lib/mastodon_spec.rb[1:1:1:4]                           | passed | 0.00197 seconds |
./spec/lib/mastodon_spec.rb[1:1:2:1]                           | passed | 0.00276 seconds |
./spec/lib/mastodon_spec.rb[1:2:1:1]                           | passed | 0.01243 seconds |
./spec/lib/mastodon_spec.rb[1:2:1:2]                           | passed | 0.01081 seconds |
./spec/lib/mastodon_spec.rb[1:2:1:3]                           | passed | 0.01139 seconds |
./spec/lib/mastodon_spec.rb[1:2:1:4]                           | passed | 0.01501 seconds |
./spec/lib/mastodon_spec.rb[1:2:2:1]                           | passed | 0.01151 seconds |
./spec/lib/threads_spec.rb[1:1:1:1]                            | passed | 0.00341 seconds |
./spec/lib/threads_spec.rb[1:1:2:1]                            | passed | 0.19602 seconds |
./spec/lib/threads_spec.rb[1:1:3:1]                            | passed | 0.00179 seconds |
./spec/lib/threads_spec.rb[1:2:1:1]                            | passed | 0.00977 seconds |
./spec/lib/threads_spec.rb[1:2:1:2]                            | passed | 0.00724 seconds |
./spec/lib/threads_spec.rb[1:2:1:3]                            | passed | 0.00729 seconds |
./spec/lib/threads_spec.rb[1:2:2:1]                            | passed | 0.00924 seconds |
./spec/lib/threads_spec.rb[1:2:3:1]                            | passed | 0.00621 seconds |
./spec/lib/threads_spec.rb[1:2:4:1]                            | passed | 0.00289 seconds |
./spec/lib/threads_spec.rb[1:2:5:1]                            | passed | 0.00346 seconds |
./spec/lib/threads_spec.rb[1:3:1:1]                            | passed | 0.00518 seconds |
./spec/lib/threads_spec.rb[1:3:2:1]                            | passed | 0.00445 seconds |
./spec/lib/threads_spec.rb[1:3:3:1]                            | passed | 0.00519 seconds |
./spec/lib/threads_spec.rb[1:4:1]                              | passed | 0.00136 seconds |
./spec/models/blog_spec.rb[1:1:1]                              | passed | 0.00165 seconds |
./spec/models/blog_spec.rb[1:1:2]                              | passed | 0.00141 seconds |
./spec/models/blog_spec.rb[1:1:3]                              | passed | 0.00169 seconds |
./spec/models/blog_spec.rb[1:1:4]                              | passed | 0.00129 seconds |
./spec/models/blog_spec.rb[1:1:5]                              | passed | 0.00291 seconds |
./spec/models/blog_spec.rb[1:2:1]                              | passed | 0.00395 seconds |
./spec/models/blog_spec.rb[1:2:2]                              | passed | 0.0054 seconds  |
./spec/models/blog_spec.rb[1:3:1]                              | passed | 0.04561 seconds |
./spec/models/blog_spec.rb[1:4:1:1]                            | passed | 0.02342 seconds |
./spec/models/blog_spec.rb[1:4:1:2]                            | passed | 0.02194 seconds |
./spec/models/blog_spec.rb[1:4:1:3]                            | passed | 0.02161 seconds |
./spec/models/blog_spec.rb[1:4:2:1]                            | passed | 0.02252 seconds |
./spec/models/blog_spec.rb[1:4:2:2]                            | passed | 0.02392 seconds |
./spec/models/blog_spec.rb[1:4:2:3]                            | passed | 0.02564 seconds |
./spec/models/blog_spec.rb[1:4:3:1]                            | passed | 0.02537 seconds |
./spec/models/blog_spec.rb[1:4:3:2]                            | passed | 0.02402 seconds |
./spec/models/blog_spec.rb[1:4:3:3]                            | passed | 0.0239 seconds  |
./spec/models/blog_spec.rb[1:4:4:1]                            | passed | 0.07824 seconds |
./spec/models/camera_spec.rb[1:1:1]                            | passed | 0.00115 seconds |
./spec/models/camera_spec.rb[1:2:1]                            | passed | 0.00674 seconds |
./spec/models/camera_spec.rb[1:2:2]                            | passed | 0.00613 seconds |
./spec/models/camera_spec.rb[1:2:3]                            | passed | 0.00732 seconds |
./spec/models/camera_spec.rb[1:2:4]                            | passed | 0.00684 seconds |
./spec/models/camera_spec.rb[1:2:5]                            | passed | 0.00694 seconds |
./spec/models/camera_spec.rb[1:3:1]                            | passed | 0.00515 seconds |
./spec/models/camera_spec.rb[1:3:2]                            | passed | 0.00449 seconds |
./spec/models/camera_spec.rb[1:4:1]                            | passed | 0.00384 seconds |
./spec/models/camera_spec.rb[1:4:2]                            | passed | 0.00365 seconds |
./spec/models/crop_spec.rb[1:1:1]                              | passed | 0.00234 seconds |
./spec/models/crop_spec.rb[1:2:1]                              | passed | 0.03894 seconds |
./spec/models/crop_spec.rb[1:2:2]                              | passed | 0.03745 seconds |
./spec/models/crop_spec.rb[1:2:3]                              | passed | 0.0381 seconds  |
./spec/models/crop_spec.rb[1:2:4]                              | passed | 0.03841 seconds |
./spec/models/crop_spec.rb[1:2:5]                              | passed | 0.04055 seconds |
./spec/models/crop_spec.rb[1:2:6]                              | passed | 0.04329 seconds |
./spec/models/crop_spec.rb[1:2:7]                              | passed | 0.04193 seconds |
./spec/models/crop_spec.rb[1:2:8]                              | passed | 0.04253 seconds |
./spec/models/crop_spec.rb[1:2:9]                              | passed | 0.05571 seconds |
./spec/models/crop_spec.rb[1:2:10]                             | passed | 0.03746 seconds |
./spec/models/crop_spec.rb[1:3:1]                              | passed | 0.03931 seconds |
./spec/models/crop_spec.rb[1:4:1]                              | passed | 0.03481 seconds |
./spec/models/entry_spec.rb[1:1:1]                             | passed | 0.00187 seconds |
./spec/models/entry_spec.rb[1:1:2]                             | passed | 0.00156 seconds |
./spec/models/entry_spec.rb[1:1:3]                             | passed | 0.00128 seconds |
./spec/models/entry_spec.rb[1:2:1]                             | passed | 0.0062 seconds  |
./spec/models/entry_spec.rb[1:2:2]                             | passed | 0.00722 seconds |
./spec/models/entry_spec.rb[1:3:1]                             | passed | 0.01246 seconds |
./spec/models/entry_spec.rb[1:3:2]                             | passed | 0.01066 seconds |
./spec/models/entry_spec.rb[1:4:1:1]                           | passed | 0.01892 seconds |
./spec/models/entry_spec.rb[1:4:2:1]                           | passed | 0.02488 seconds |
./spec/models/entry_spec.rb[1:4:3:1]                           | passed | 0.02886 seconds |
./spec/models/entry_spec.rb[1:5:1]                             | passed | 0.03654 seconds |
./spec/models/entry_spec.rb[1:5:2]                             | passed | 0.04482 seconds |
./spec/models/entry_spec.rb[1:5:3]                             | passed | 0.03693 seconds |
./spec/models/entry_spec.rb[1:5:4]                             | passed | 0.03522 seconds |
./spec/models/entry_spec.rb[1:5:5]                             | passed | 0.03253 seconds |
./spec/models/entry_spec.rb[1:5:6]                             | passed | 0.03614 seconds |
./spec/models/entry_spec.rb[1:6:1]                             | passed | 0.04502 seconds |
./spec/models/entry_spec.rb[1:6:2]                             | passed | 0.0373 seconds  |
./spec/models/entry_spec.rb[1:6:3]                             | passed | 0.03079 seconds |
./spec/models/entry_spec.rb[1:6:4]                             | passed | 0.04469 seconds |
./spec/models/entry_spec.rb[1:7:1]                             | passed | 0.04659 seconds |
./spec/models/entry_spec.rb[1:7:2]                             | passed | 0.03573 seconds |
./spec/models/entry_spec.rb[1:7:3]                             | passed | 0.03387 seconds |
./spec/models/entry_spec.rb[1:8:1]                             | passed | 0.02373 seconds |
./spec/models/entry_spec.rb[1:8:2]                             | passed | 0.04717 seconds |
./spec/models/entry_spec.rb[1:8:3]                             | passed | 0.04433 seconds |
./spec/models/entry_spec.rb[1:8:4]                             | passed | 0.03202 seconds |
./spec/models/entry_spec.rb[1:8:5]                             | passed | 0.03183 seconds |
./spec/models/entry_spec.rb[1:8:6]                             | passed | 0.1233 seconds  |
./spec/models/entry_spec.rb[1:9:1]                             | passed | 0.02771 seconds |
./spec/models/entry_spec.rb[1:10:1:1]                          | passed | 0.07311 seconds |
./spec/models/entry_spec.rb[1:10:2:1]                          | passed | 0.07309 seconds |
./spec/models/entry_spec.rb[1:11:1]                            | passed | 0.06635 seconds |
./spec/models/entry_spec.rb[1:12:1]                            | passed | 0.04461 seconds |
./spec/models/entry_spec.rb[1:13:1]                            | passed | 0.03405 seconds |
./spec/models/entry_spec.rb[1:13:2]                            | passed | 0.00891 seconds |
./spec/models/entry_spec.rb[1:14:1]                            | passed | 0.02912 seconds |
./spec/models/entry_spec.rb[1:14:2]                            | passed | 0.02998 seconds |
./spec/models/entry_spec.rb[1:14:3]                            | passed | 0.03432 seconds |
./spec/models/entry_spec.rb[1:14:4]                            | passed | 0.03608 seconds |
./spec/models/entry_spec.rb[1:14:5]                            | passed | 0.03981 seconds |
./spec/models/film_spec.rb[1:1:1]                              | passed | 0.00144 seconds |
./spec/models/film_spec.rb[1:2:1]                              | passed | 0.0087 seconds  |
./spec/models/film_spec.rb[1:2:2]                              | passed | 0.00804 seconds |
./spec/models/film_spec.rb[1:2:3]                              | passed | 0.00773 seconds |
./spec/models/film_spec.rb[1:2:4]                              | passed | 0.0101 seconds  |
./spec/models/film_spec.rb[1:2:5]                              | passed | 0.00697 seconds |
./spec/models/film_spec.rb[1:3:1]                              | passed | 0.01619 seconds |
./spec/models/film_spec.rb[1:4:1:1]                            | passed | 0.15436 seconds |
./spec/models/film_spec.rb[1:4:1:2]                            | passed | 0.15639 seconds |
./spec/models/lens_spec.rb[1:1:1]                              | passed | 0.00961 seconds |
./spec/models/lens_spec.rb[1:2:1]                              | passed | 0.0189 seconds  |
./spec/models/lens_spec.rb[1:2:2]                              | passed | 0.00966 seconds |
./spec/models/lens_spec.rb[1:2:3]                              | passed | 0.01051 seconds |
./spec/models/lens_spec.rb[1:2:4]                              | passed | 0.0095 seconds  |
./spec/models/lens_spec.rb[1:2:5]                              | passed | 0.01068 seconds |
./spec/models/lens_spec.rb[1:3:1]                              | passed | 0.00646 seconds |
./spec/models/lens_spec.rb[1:4:1:1]                            | passed | 0.16289 seconds |
./spec/models/lens_spec.rb[1:4:1:2]                            | passed | 1.56 seconds    |
./spec/models/park_spec.rb[1:1:1]                              | passed | 0.00128 seconds |
./spec/models/park_spec.rb[1:2:1]                              | passed | 0.00769 seconds |
./spec/models/park_spec.rb[1:2:2]                              | passed | 0.00919 seconds |
./spec/models/park_spec.rb[1:2:3]                              | passed | 0.00872 seconds |
./spec/models/park_spec.rb[1:2:4]                              | passed | 0.00845 seconds |
./spec/models/park_spec.rb[1:2:5]                              | passed | 0.00828 seconds |
./spec/models/park_spec.rb[1:3:1]                              | passed | 0.00507 seconds |
./spec/models/park_spec.rb[1:4:1]                              | passed | 0.01378 seconds |
./spec/models/park_spec.rb[1:5:1]                              | passed | 0.00888 seconds |
./spec/models/park_spec.rb[1:6:1]                              | passed | 0.10337 seconds |
./spec/models/photo_spec.rb[1:1:1]                             | passed | 0.00154 seconds |
./spec/models/photo_spec.rb[1:1:2]                             | passed | 0.00175 seconds |
./spec/models/photo_spec.rb[1:1:3]                             | passed | 0.00141 seconds |
./spec/models/photo_spec.rb[1:1:4]                             | passed | 0.00164 seconds |
./spec/models/photo_spec.rb[1:1:5]                             | passed | 0.00129 seconds |
./spec/models/photo_spec.rb[1:1:6]                             | passed | 0.0017 seconds  |
./spec/models/photo_spec.rb[1:1:7]                             | passed | 0.00109 seconds |
./spec/models/photo_spec.rb[1:1:8]                             | passed | 0.00127 seconds |
./spec/models/photo_spec.rb[1:2:1]                             | passed | 0.05301 seconds |
./spec/models/photo_spec.rb[1:3:1]                             | passed | 0.02743 seconds |
./spec/models/photo_spec.rb[1:3:2]                             | passed | 0.03352 seconds |
./spec/models/photo_spec.rb[1:3:3]                             | passed | 0.03696 seconds |
./spec/models/photo_spec.rb[1:3:4]                             | passed | 0.04159 seconds |
./spec/models/photo_spec.rb[1:4:1]                             | passed | 0.028 seconds   |
./spec/models/photo_spec.rb[1:4:2]                             | passed | 0.02883 seconds |
./spec/models/photo_spec.rb[1:4:3]                             | passed | 0.03432 seconds |
./spec/models/photo_spec.rb[1:4:4]                             | passed | 0.02899 seconds |
./spec/models/photo_spec.rb[1:5:1:1]                           | passed | 0.02694 seconds |
./spec/models/photo_spec.rb[1:5:1:2]                           | passed | 0.02736 seconds |
./spec/models/photo_spec.rb[1:5:2:1]                           | passed | 0.02768 seconds |
./spec/models/photo_spec.rb[1:5:2:2]                           | passed | 0.02555 seconds |
./spec/models/photo_spec.rb[1:5:3:1]                           | passed | 0.0281 seconds  |
./spec/models/photo_spec.rb[1:5:3:2]                           | passed | 0.02731 seconds |
./spec/models/photo_spec.rb[1:5:4:1]                           | passed | 0.03024 seconds |
./spec/models/photo_spec.rb[1:6:1:1]                           | passed | 0.02705 seconds |
./spec/models/photo_spec.rb[1:6:2:1]                           | passed | 0.03579 seconds |
./spec/models/photo_spec.rb[1:6:3:1]                           | passed | 0.02773 seconds |
./spec/models/photo_spec.rb[1:6:4:1]                           | passed | 0.02837 seconds |
./spec/models/photo_spec.rb[1:7:1:1]                           | passed | 0.02953 seconds |
./spec/models/photo_spec.rb[1:7:1:2]                           | passed | 0.05117 seconds |
./spec/models/photo_spec.rb[1:8:1:1]                           | passed | 0.04765 seconds |
./spec/models/photo_spec.rb[1:8:1:2]                           | passed | 0.03817 seconds |
./spec/models/publish_schedule_spec.rb[1:1:1]                  | passed | 0.00274 seconds |
./spec/models/publish_schedule_spec.rb[1:2:1]                  | passed | 0.01109 seconds |
./spec/models/publish_schedule_spec.rb[1:3:1]                  | passed | 0.01008 seconds |
./spec/models/publish_schedule_spec.rb[1:4:1]                  | passed | 0.0443 seconds  |
./spec/models/publish_schedule_spec.rb[1:4:2]                  | passed | 0.04837 seconds |
./spec/models/publish_schedule_spec.rb[1:4:3]                  | passed | 0.04736 seconds |
./spec/models/publish_schedule_spec.rb[1:4:4]                  | passed | 0.04547 seconds |
./spec/models/push_subscription_spec.rb[1:1:1]                 | passed | 0.00254 seconds |
./spec/models/push_subscription_spec.rb[1:2:1]                 | passed | 0.00962 seconds |
./spec/models/push_subscription_spec.rb[1:2:2]                 | passed | 0.00854 seconds |
./spec/models/push_subscription_spec.rb[1:2:3]                 | passed | 0.0083 seconds  |
./spec/models/push_subscription_spec.rb[1:2:4]                 | passed | 0.00953 seconds |
./spec/models/push_subscription_spec.rb[1:2:5]                 | passed | 0.00264 seconds |
./spec/models/push_subscription_spec.rb[1:2:6]                 | passed | 0.00214 seconds |
./spec/models/push_subscription_spec.rb[1:2:7]                 | passed | 0.00204 seconds |
./spec/models/push_subscription_spec.rb[1:3:1]                 | passed | 0.00636 seconds |
./spec/models/push_subscription_spec.rb[1:4:1]                 | passed | 0.02686 seconds |
./spec/models/tag_customization_spec.rb[1:1:1]                 | passed | 0.00261 seconds |
./spec/models/tag_customization_spec.rb[1:2:1]                 | passed | 0.00363 seconds |
./spec/models/tag_customization_spec.rb[1:2:2]                 | passed | 0.00645 seconds |
./spec/models/tag_customization_spec.rb[1:3:1]                 | passed | 0.01768 seconds |
./spec/models/tag_customization_spec.rb[1:4:1:1]               | passed | 0.01518 seconds |
./spec/models/tag_customization_spec.rb[1:4:1:2]               | passed | 0.02163 seconds |
./spec/models/tag_customization_spec.rb[1:4:2:1]               | passed | 0.01659 seconds |
./spec/models/tag_customization_spec.rb[1:4:2:2]               | passed | 0.02033 seconds |
./spec/models/tag_customization_spec.rb[1:4:3:1]               | passed | 0.0155 seconds  |
./spec/models/tag_customization_spec.rb[1:4:4:1]               | passed | 0.01559 seconds |
./spec/models/tag_customization_spec.rb[1:4:5:1]               | passed | 0.01602 seconds |
./spec/models/tag_customization_spec.rb[1:4:6:1]               | passed | 0.01747 seconds |
./spec/models/tag_customization_spec.rb[1:4:6:2]               | passed | 0.02152 seconds |
./spec/models/tag_customization_spec.rb[1:5:1]                 | passed | 0.02521 seconds |
./spec/models/tag_customization_spec.rb[1:5:2]                 | passed | 0.0308 seconds  |
./spec/models/territory_spec.rb[1:1:1]                         | passed | 0.00155 seconds |
./spec/models/territory_spec.rb[1:1:2]                         | passed | 0.0017 seconds  |
./spec/models/territory_spec.rb[1:2:1]                         | passed | 0.01416 seconds |
./spec/models/territory_spec.rb[1:2:2]                         | passed | 0.0066 seconds  |
./spec/models/territory_spec.rb[1:2:3]                         | passed | 0.00588 seconds |
./spec/models/territory_spec.rb[1:3:1]                         | passed | 0.00548 seconds |
./spec/models/territory_spec.rb[1:4:1]                         | passed | 0.12311 seconds |
./spec/models/territory_spec.rb[1:4:2]                         | passed | 0.11983 seconds |
./spec/models/territory_spec.rb[1:4:3]                         | passed | 0.12263 seconds |
./spec/models/user_spec.rb[1:1:1]                              | passed | 0.00158 seconds |
./spec/models/user_spec.rb[1:2:1]                              | passed | 0.00277 seconds |
./spec/models/user_spec.rb[1:3:1]                              | passed | 0.00386 seconds |
./spec/models/user_spec.rb[1:3:2]                              | passed | 0.00502 seconds |
./spec/models/user_spec.rb[1:3:3]                              | passed | 0.00636 seconds |
./spec/models/webhook_spec.rb[1:1:1]                           | passed | 0.00238 seconds |
./spec/models/webhook_spec.rb[1:2:1]                           | passed | 0.00268 seconds |
./spec/models/webhook_spec.rb[1:3:1]                           | passed | 0.00552 seconds |
./spec/models/webhook_spec.rb[1:4:1:1]                         | passed | 0.03022 seconds |
./spec/models/webhook_spec.rb[1:4:2:1]                         | passed | 0.02837 seconds |
./spec/models/webhook_spec.rb[1:4:3:1]                         | passed | 0.02915 seconds |
./spec/models/webhook_spec.rb[1:4:4:1]                         | passed | 0.02983 seconds |
./spec/models/webhook_spec.rb[1:5:1]                           | passed | 0.02339 seconds |
./spec/requests/admin/blogs_spec.rb[1:1:1]                     | passed | 0.13589 seconds |
./spec/requests/admin/blogs_spec.rb[1:1:2]                     | passed | 0.03251 seconds |
./spec/requests/admin/blogs_spec.rb[1:2:1]                     | passed | 0.02179 seconds |
./spec/requests/admin/blogs_spec.rb[1:2:2]                     | passed | 0.01542 seconds |
./spec/requests/admin/blogs_spec.rb[1:2:3]                     | passed | 0.05529 seconds |
./spec/requests/admin/blogs_spec.rb[1:3:1]                     | passed | 0.13548 seconds |
./spec/requests/admin/blogs_spec.rb[1:3:2]                     | passed | 0.14254 seconds |
./spec/requests/admin/cameras_spec.rb[1:1:1]                   | passed | 0.02183 seconds |
./spec/requests/admin/cameras_spec.rb[1:1:2]                   | passed | 0.01324 seconds |
./spec/requests/admin/cameras_spec.rb[1:2:1]                   | passed | 0.01771 seconds |
./spec/requests/admin/cameras_spec.rb[1:2:2]                   | passed | 0.01607 seconds |
./spec/requests/admin/cameras_spec.rb[1:2:3]                   | passed | 0.01614 seconds |
./spec/requests/admin/crops_spec.rb[1:1:1]                     | passed | 0.13742 seconds |
./spec/requests/admin/crops_spec.rb[1:1:2]                     | passed | 0.14666 seconds |
./spec/requests/admin/crops_spec.rb[1:1:3]                     | passed | 0.13529 seconds |
./spec/requests/admin/crops_spec.rb[1:1:4]                     | passed | 0.13616 seconds |
./spec/requests/admin/entries_spec.rb[1:1:1]                   | passed | 0.16027 seconds |
./spec/requests/admin/entries_spec.rb[1:2:1]                   | passed | 0.15362 seconds |
./spec/requests/admin/entries_spec.rb[1:3:1]                   | passed | 0.16059 seconds |
./spec/requests/admin/entries_spec.rb[1:4:1]                   | passed | 0.15363 seconds |
./spec/requests/admin/entries_spec.rb[1:5:1]                   | passed | 0.16673 seconds |
./spec/requests/admin/entries_spec.rb[1:6:1]                   | passed | 0.22084 seconds |
./spec/requests/admin/entries_spec.rb[1:7:1]                   | passed | 0.15856 seconds |
./spec/requests/admin/entries_spec.rb[1:8:1]                   | passed | 0.27788 seconds |
./spec/requests/admin/entries_spec.rb[1:9:1]                   | passed | 0.16443 seconds |
./spec/requests/admin/entries_spec.rb[1:10:1]                  | passed | 0.18798 seconds |
./spec/requests/admin/entries_spec.rb[1:11:1]                  | passed | 0.16365 seconds |
./spec/requests/admin/entries_spec.rb[1:12:1]                  | passed | 0.25884 seconds |
./spec/requests/admin/entries_spec.rb[1:12:2]                  | passed | 0.19986 seconds |
./spec/requests/admin/entries_spec.rb[1:12:3]                  | passed | 0.1932 seconds  |
./spec/requests/admin/entries_spec.rb[1:13:1]                  | passed | 0.17409 seconds |
./spec/requests/admin/entries_spec.rb[1:13:2]                  | passed | 0.21026 seconds |
./spec/requests/admin/entries_spec.rb[1:14:1]                  | passed | 0.15266 seconds |
./spec/requests/admin/entries_spec.rb[1:15:1]                  | passed | 0.34054 seconds |
./spec/requests/admin/equipment_spec.rb[1:1:1]                 | passed | 0.02745 seconds |
./spec/requests/admin/equipment_spec.rb[1:1:2]                 | passed | 0.02572 seconds |
./spec/requests/admin/equipment_spec.rb[1:1:3]                 | passed | 0.02757 seconds |
./spec/requests/admin/equipment_spec.rb[1:1:4]                 | passed | 0.041 seconds   |
./spec/requests/admin/films_spec.rb[1:1:1]                     | passed | 0.02959 seconds |
./spec/requests/admin/films_spec.rb[1:1:2]                     | passed | 0.0237 seconds  |
./spec/requests/admin/films_spec.rb[1:2:1]                     | passed | 0.02001 seconds |
./spec/requests/admin/films_spec.rb[1:2:2]                     | passed | 0.04286 seconds |
./spec/requests/admin/films_spec.rb[1:2:3]                     | passed | 1.85 seconds    |
./spec/requests/admin/lenses_spec.rb[1:1:1]                    | passed | 0.01396 seconds |
./spec/requests/admin/lenses_spec.rb[1:1:2]                    | passed | 0.01513 seconds |
./spec/requests/admin/lenses_spec.rb[1:2:1]                    | passed | 0.01509 seconds |
./spec/requests/admin/lenses_spec.rb[1:2:2]                    | passed | 0.01599 seconds |
./spec/requests/admin/lenses_spec.rb[1:2:3]                    | passed | 0.02641 seconds |
./spec/requests/admin/locations_spec.rb[1:1:1]                 | passed | 0.01815 seconds |
./spec/requests/admin/locations_spec.rb[1:1:2]                 | passed | 0.02562 seconds |
./spec/requests/admin/locations_spec.rb[1:1:3]                 | passed | 0.01572 seconds |
./spec/requests/admin/maps_spec.rb[1:1:1]                      | passed | 0.13196 seconds |
./spec/requests/admin/maps_spec.rb[1:1:2]                      | passed | 0.1383 seconds  |
./spec/requests/admin/maps_spec.rb[1:2:1]                      | passed | 0.13938 seconds |
./spec/requests/admin/maps_spec.rb[1:3:1]                      | passed | 0.13895 seconds |
./spec/requests/admin/maps_spec.rb[1:3:2]                      | passed | 0.58381 seconds |
./spec/requests/admin/parks_spec.rb[1:1:1]                     | passed | 0.01633 seconds |
./spec/requests/admin/parks_spec.rb[1:1:2]                     | passed | 0.01493 seconds |
./spec/requests/admin/parks_spec.rb[1:2:1]                     | passed | 0.02537 seconds |
./spec/requests/admin/parks_spec.rb[1:2:2]                     | passed | 0.01844 seconds |
./spec/requests/admin/parks_spec.rb[1:2:3]                     | passed | 0.01588 seconds |
./spec/requests/admin/parks_spec.rb[1:2:4]                     | passed | 0.01828 seconds |
./spec/requests/admin/photos_spec.rb[1:1:1]                    | passed | 0.13856 seconds |
./spec/requests/admin/photos_spec.rb[1:2:1]                    | passed | 0.13298 seconds |
./spec/requests/admin/photos_spec.rb[1:2:2]                    | passed | 0.13808 seconds |
./spec/requests/admin/photos_spec.rb[1:3:1]                    | passed | 0.12986 seconds |
./spec/requests/admin/photos_spec.rb[1:3:2]                    | passed | 0.12998 seconds |
./spec/requests/admin/photos_spec.rb[1:4:1]                    | passed | 0.13359 seconds |
./spec/requests/admin/photos_spec.rb[1:4:2]                    | passed | 0.14101 seconds |
./spec/requests/admin/photos_spec.rb[1:5:1]                    | passed | 0.13433 seconds |
./spec/requests/admin/photos_spec.rb[1:5:2]                    | passed | 0.13309 seconds |
./spec/requests/admin/publish_schedules_spec.rb[1:1:1]         | passed | 0.01974 seconds |
./spec/requests/admin/publish_schedules_spec.rb[1:1:2]         | passed | 0.02206 seconds |
./spec/requests/admin/publish_schedules_spec.rb[1:2:1]         | passed | 0.02078 seconds |
./spec/requests/admin/publish_schedules_spec.rb[1:2:2]         | passed | 0.02204 seconds |
./spec/requests/admin/publish_schedules_spec.rb[1:2:3]         | passed | 0.01761 seconds |
./spec/requests/admin/publish_schedules_spec.rb[1:3:1]         | passed | 0.02246 seconds |
./spec/requests/admin/tag_customizations_spec.rb[1:1:1]        | passed | 0.0276 seconds  |
